Voltage,Current,Temperature,Capacity,StandardDeviation,DCResistance,MeanofVariables,StateofCharge
4.11587,-0.15069,23.76583,0.09379,11.3758764,-0.005640719,6.9562,3.126333333
4.11502,-0.15069,23.76583,0.09632,11.3754385,-0.006702502,6.95662,3.210666667
4.11401,-0.15069,23.76583,0.09886,11.37501208,-0.006590538,6.9570025,3.295333333
4.113,-0.15325,23.87099,0.10139,11.42692327,-0.005574358,6.9830325,3.379666667
4.11216,-0.15069,23.87099,0.10393,11.42595088,-0.006590538,6.9840975,3.464333333
4.11115,-0.15325,23.87099,0.10646,11.42606074,-0.005640719,6.9838375,3.548666667
4.1103,-0.15069,23.76583,0.109,11.37328474,-0.005574358,6.95861,3.633333333
4.10946,-0.15069,23.87099,0.11154,11.42465043,-0.00548124,6.985325,3.718
4.10862,-0.15325,23.97615,0.11407,11.47655937,-0.004437194,7.0113975,3.802333333
4.10794,-0.15325,23.97615,0.1166,11.47610994,-0.00548124,7.01186,3.886666667
4.1071,-0.15325,23.76583,0.11915,11.37204928,-0.00548124,6.9597075,3.971666667
4.10626,-0.15325,23.76583,0.12169,11.37161031,-0.004437194,6.9601325,4.056333333
4.10558,-0.15325,23.87099,0.12423,11.42296636,-0.005574358,6.9868875,4.141
4.10474,-0.15069,24.0813,0.12677,11.52562981,-0.004371941,7.04053,4.225666667
4.10407,-0.15325,23.97615,0.12931,11.47389289,-0.004437194,7.01407,4.310333333
4.10339,-0.15325,23.76583,0.13184,11.36981709,-0.00548124,6.9619525,4.394666667
4.10255,-0.15325,23.76583,0.13438,11.36937896,-0.003327896,6.9623775,4.479333333
4.10204,-0.15325,24.18646,0.13693,11.57619359,-0.004446214,7.068045,4.564333333
4.10137,-0.15069,23.97615,0.13947,11.47155707,-0.004371941,7.016575,4.649
4.1007,-0.15325,23.66067,0.14199,11.3162058,-0.004512575,6.9375275,4.733
4.10002,-0.15069,23.55551,0.14453,11.26342009,-0.004371941,6.9123425,4.817666667
4.09935,-0.15325,23.76583,0.14707,11.36710885,-0.004437194,6.96475,4.902333333
4.09867,-0.15325,24.0813,0.1496,11.52211958,-0.003262643,7.04408,4.986666667
4.09817,-0.15325,23.97615,0.15214,11.46983171,-0.003384432,7.0183025,5.071333333
4.09766,-0.15069,23.87099,0.15468,11.41701168,-0.004371941,6.99316,5.156
4.09699,-0.15325,23.66067,0.15723,11.313468,-0.003384432,6.94041,5.241
4.09648,-0.15069,23.76583,0.15976,11.36428028,-0.00331807,6.967845,5.325333333
4.09598,-0.15069,23.76583,0.1623,11.36381525,-0.004437194,6.968355,5.41
4.0953,-0.15325,23.97615,0.16483,11.46754496,-0.00331807,7.0207575,5.494333333
4.0948,-0.15069,23.87099,0.16736,11.41472369,-0.003327896,6.995615,5.578666667
4.09429,-0.15325,23.87099,0.1699,11.41479485,-0.00331807,6.9954825,5.663333333
4.09379,-0.15069,23.76583,0.17244,11.3619766,-0.003384432,6.9703425,5.748
4.09328,-0.15069,23.87099,0.17497,11.41333568,-0.003384432,6.9971375,5.832333333
4.09277,-0.15069,23.87099,0.1775,11.41287491,-0.003262643,6.9976425,5.916666667
4.09227,-0.15325,23.87099,0.18002,11.41295003,-0.002218597,6.9975075,6.000666667
4.09193,-0.15325,23.87099,0.18254,11.41247718,-0.003262643,6.9980525,6.084666667
4.09143,-0.15325,23.87099,0.18507,11.41201605,-0.003327896,6.99856,6.169
4.09092,-0.15325,23.97615,0.18761,11.46338354,-0.003384432,7.0253575,6.253666667
4.09041,-0.15069,23.87099,0.19015,11.41055713,-0.002153344,7.000215,6.338333333
4.09008,-0.15325,23.97615,0.19268,11.46244743,-0.003327896,7.026415,6.422666667
4.08957,-0.15325,23.76583,0.19522,11.35833089,-0.002256288,6.9743425,6.507333333
4.08923,-0.15069,23.87099,0.19776,11.40914412,-0.00331807,7.0018225,6.592
4.08873,-0.15069,23.87099,0.20029,11.4086838,-0.002256288,7.00233,6.676333333
4.08839,-0.15069,23.87099,0.20283,11.40820802,-0.002256288,7.00288,6.761
4.08805,-0.15069,23.76583,0.20537,11.35590569,-0.00331807,6.97714,6.845666667
4.08755,-0.15069,23.87099,0.2079,11.40727248,-0.002256288,7.0039375,6.93
4.08721,-0.15069,23.76583,0.21044,11.35496943,-0.002256288,6.9781975,7.014666667
4.08687,-0.15069,23.87099,0.21297,11.40632386,-0.003262643,7.005035,7.099
4.08637,-0.15325,23.76583,0.21551,11.35456966,-0.002256288,6.978615,7.183666667
4.08603,-0.15069,23.87099,0.21804,11.40538945,-0.002256288,7.0060925,7.268
4.08569,-0.15069,23.87099,0.22058,11.40491463,-0.002153344,7.0066425,7.352666667
4.08536,-0.15325,23.87099,0.22311,11.40497672,-0.002218597,7.0065525,7.437
4.08502,-0.15325,23.87099,0.22565,11.40450223,-0.003384432,7.0071025,7.521666667
4.08451,-0.15069,23.87099,0.22818,11.40350863,-0.002153344,7.0082475,7.606
4.08418,-0.15325,23.87099,0.23072,11.40356934,-0.002256288,7.00816,7.690666667
4.08384,-0.15069,23.76583,0.23326,11.35072736,-0.001109299,6.98306,7.775333333
4.08367,-0.15325,23.87099,0.23578,11.40261076,-0.003262643,7.0092975,7.859333333
4.08317,-0.15325,23.76583,0.23832,11.35031818,-0.001128144,6.9835175,7.944
4.083,-0.15069,23.76583,0.24085,11.34929499,-0.002256288,6.9847475,8.028333333
4.08266,-0.15069,23.87099,0.24338,11.40065672,-0.002218597,7.011585,8.112666667
4.08232,-0.15325,23.76583,0.24591,11.34888766,-0.002153344,6.9852025,8.197
4.08199,-0.15325,23.76583,0.24844,11.34841507,-0.002218597,6.9857525,8.281333333
4.08165,-0.15325,23.87099,0.25098,11.3997762,-0.002256288,7.0125925,8.366
4.08131,-0.15069,23.87099,0.25351,11.3987688,-0.002153344,7.01378,8.450333333
4.08098,-0.15325,23.87099,0.25605,11.3988315,-0.002256288,7.0136925,8.535
4.08064,-0.15069,23.76583,0.25857,11.34598965,-0.002218597,6.9885875,8.619
4.0803,-0.15325,23.87099,0.26109,11.39789412,-0.002256288,7.0147825,8.703
4.07996,-0.15069,23.87099,0.26361,11.39688898,-0.001061782,7.0159675,8.787
4.0798,-0.15069,23.97615,0.26615,11.44824579,-0.002256288,7.0428525,8.871666667
4.07946,-0.15069,23.97615,0.26868,11.44777598,-0.002256288,7.0434,8.956
4.07912,-0.15069,23.76583,0.27121,11.34362199,-0.002218597,6.9913675,9.040333333
4.07878,-0.15325,23.76583,0.27374,11.34368894,-0.001061782,6.991275,9.124666667
4.07862,-0.15069,23.97615,0.27629,11.44634789,-0.002256288,7.0450925,9.209666667
4.07828,-0.15069,24.18646,0.27883,11.54958527,-0.002256288,7.09822,9.294333333
4.07794,-0.15069,23.66067,0.28137,11.28988404,-0.001128144,6.9673225,9.379
4.07777,-0.15069,23.66067,0.28391,11.2893972,-0.002153344,6.967915,9.463666667
4.07744,-0.15325,23.97615,0.28645,11.44498496,-0.002256288,7.0466975,9.548333333
4.0771,-0.15069,24.0813,0.28898,11.49582975,-0.001128144,7.0741725,9.632666667
4.07693,-0.15069,23.87099,0.29151,11.39164721,-0.002218597,7.022185,9.717
4.07659,-0.15325,23.55551,0.29404,11.23620974,-0.002189926,6.9432225,9.801333333
4.07626,-0.15069,23.66067,0.29657,11.28702926,-0.001128144,6.9707025,9.885666667
4.07609,-0.15069,23.87099,0.29911,11.3902234,-0.002218597,7.023875,9.970333333
4.07575,-0.15325,24.0813,0.30165,11.49399265,-0.001128144,7.0763625,10.055
4.07558,-0.15069,23.97615,0.30418,11.44112094,-0.002256288,7.051305,10.13933333
4.07524,-0.15069,23.87099,0.30672,11.38879969,-0.002153344,7.025565,10.224
4.07491,-0.15325,23.55551,0.30925,11.2333548,-0.002218597,6.946605,10.30833333
4.07457,-0.15325,23.66067,0.31178,11.28471705,-0.001109299,6.9734425,10.39266667
4.0744,-0.15325,23.76583,0.31432,11.33607065,-0.002256288,7.000325,10.47733333
4.07406,-0.15069,23.97615,0.31686,11.43876183,-0.002189926,7.054095,10.562
4.07373,-0.15069,23.97615,0.31939,11.43829384,-0.001109299,7.054645,10.64633333
4.07356,-0.15325,23.87099,0.32192,11.38649621,-0.002256288,7.028305,10.73066667
4.07322,-0.15069,23.66067,0.32446,11.28180004,-0.002218597,6.976915,10.81533333
4.07288,-0.15325,23.76583,0.32699,11.33371219,-0.002189926,7.0031125,10.89966667
4.07255,-0.15069,23.76583,0.32953,11.33270316,-0.001128144,7.004305,10.98433333
4.07238,-0.15069,23.87099,0.33207,11.38406825,-0.002218597,7.0311875,11.069
4.07204,-0.15325,23.97615,0.3346,11.43599564,-0.002218597,7.057385,11.15333333
4.0717,-0.15325,23.97615,0.33713,11.43552953,-0.002153344,7.0579325,11.23766667
4.07137,-0.15325,23.87099,0.33967,11.38320418,-0.001128144,7.032195,11.32233333
4.0712,-0.15069,23.87099,0.34221,11.38218255,-0.002218597,7.0334275,11.407
4.07086,-0.15325,23.87099,0.34474,11.38225506,-0.002256288,7.033335,11.49133333
4.07052,-0.15069,23.87099,0.34728,11.38124831,-0.002153344,7.034525,11.576
4.07019,-0.15325,23.76583,0.34982,11.32946683,-0.002218597,7.0081475,11.66066667
4.06985,-0.15325,23.87099,0.35236,11.38085072,-0.002218597,7.0349875,11.74533333
4.06951,-0.15325,23.87099,0.35489,11.38038512,-0.002153344,7.035535,11.82966667
4.06918,-0.15325,23.87099,0.35742,11.3799188,-0.002256288,7.036085,11.914
4.06884,-0.15069,23.87099,0.35996,11.37891242,-0.002256288,7.037275,11.99866667
4.0685,-0.15069,23.87099,0.36249,11.37844717,-0.002256288,7.0378225,12.083
4.06816,-0.15069,23.87099,0.36502,11.37798206,-0.002153344,7.03837,12.16733333
4.06783,-0.15325,23.87099,0.36756,11.37805356,-0.002218597,7.0382825,12.252
4.06749,-0.15325,23.97615,0.3701,11.42944851,-0.002218597,7.0651225,12.33666667
4.06715,-0.15325,23.87099,0.37263,11.37712219,-0.002189926,7.03938,12.421
4.06682,-0.15069,23.87099,0.37517,11.37611539,-0.003327896,7.0405725,12.50566667
4.06631,-0.15325,23.97615,0.37772,11.42806445,-0.002256288,7.0667325,12.59066667
4.06597,-0.15069,23.87099,0.38025,11.37519759,-0.002153344,7.04163,12.675
4.06564,-0.15325,23.87099,0.38278,11.37527225,-0.003327896,7.04154,12.75933333
4.06513,-0.15325,23.87099,0.38532,11.37482118,-0.002218597,7.0420475,12.844
4.06479,-0.15325,23.97615,0.38786,11.42622022,-0.003262643,7.0688875,12.92866667
4.06429,-0.15325,23.87099,0.39039,11.37390573,-0.002256288,7.043105,13.013
4.06395,-0.15069,23.76583,0.39293,11.32104073,-0.003384432,7.018005,13.09766667
4.06344,-0.15069,23.87099,0.39546,11.37245175,-0.00331807,7.0448,13.182
4.06294,-0.15069,24.0813,0.398,11.47573636,-0.002218597,7.0978875,13.26666667
4.0626,-0.15325,23.97615,0.40053,11.4239445,-0.00331807,7.0715075,13.351
4.0621,-0.15069,23.87099,0.40307,11.37108633,-0.003384432,7.0463675,13.43566667
4.06159,-0.15069,23.66067,0.4056,11.266921,-0.00331807,6.9942925,13.52
4.06109,-0.15069,23.76583,0.40814,11.31832517,-0.003384432,7.0210925,13.60466667
4.06058,-0.15069,24.0813,0.41068,11.47347855,-0.003327896,7.1004675,13.68933333
4.06007,-0.15325,23.97615,0.41321,11.42170032,-0.004371941,7.074045,13.77366667
4.0594,-0.15325,23.87099,0.41576,11.36939358,-0.003384432,7.048225,13.85866667
4.05889,-0.15069,23.66067,0.4183,11.26468159,-0.00331807,6.9967925,13.94333333
4.05839,-0.15069,23.87099,0.42084,11.36795399,-0.004437194,7.0498825,14.028
4.05771,-0.15325,24.0813,0.42337,11.4718072,-0.00331807,7.1022825,14.11233333
4.05721,-0.15069,23.97615,0.42591,11.41894483,-0.004437194,7.077145,14.197
4.05653,-0.15325,23.66067,0.42844,11.26345584,-0.00331807,6.9980975,14.28133333
4.05603,-0.15069,23.87099,0.43098,11.36619124,-0.004437194,7.0518275,14.366
4.05535,-0.15325,24.18646,0.43353,11.52193184,-0.004371941,7.1305225,14.451
4.05468,-0.15325,23.66067,0.43606,11.26213609,-0.004371941,6.99954,14.53533333
4.05401,-0.15325,23.55551,0.43859,11.20984822,-0.003327896,6.973715,14.61966667
4.0535,-0.15325,24.0813,0.44113,11.46873676,-0.004446214,7.10567,14.70433333
4.05283,-0.15069,24.18646,0.44367,11.51965308,-0.004437194,7.1330675,14.789
4.05215,-0.15325,23.76583,0.4462,11.31225116,-0.00548124,7.0277325,14.87333333
4.05131,-0.15325,23.55551,0.44874,11.20811152,-0.004437194,6.9755775,14.958
4.05063,-0.15325,23.97615,0.45128,11.41514777,-0.004446214,7.0812025,15.04266667
4.04996,-0.15069,24.0813,0.45382,11.46605442,-0.004371941,7.1085975,15.12733333
4.04929,-0.15325,24.0813,0.45635,11.46616498,-0.004437194,7.1084225,15.21166667
4.04861,-0.15325,23.97615,0.45889,11.41385395,-0.00548124,7.0826,15.29633333
4.04777,-0.15325,23.87099,0.46142,11.36155954,-0.004512575,7.0567325,15.38066667
4.04709,-0.15069,23.66067,0.46395,11.25684694,-0.004371941,7.005255,15.465
4.04642,-0.15325,23.76583,0.46649,11.30882387,-0.005574358,7.0313725,15.54966667
4.04558,-0.15069,23.87099,0.46903,11.35973946,-0.004437194,7.0587275,15.63433333
4.0449,-0.15325,23.87099,0.47156,11.35985213,-0.00548124,7.05855,15.71866667
4.04406,-0.15325,23.97615,0.47409,11.41131979,-0.005574358,7.0852625,15.803
4.04322,-0.15069,23.87099,0.47663,11.35847932,-0.004437194,7.0600375,15.88766667
4.04254,-0.15325,23.87099,0.47917,11.35859071,-0.00548124,7.0598625,15.97233333
4.0417,-0.15325,23.87099,0.48171,11.35817465,-0.00548124,7.0602875,16.057
4.04086,-0.15325,23.87099,0.48424,11.3577607,-0.004512575,7.06071,16.14133333
4.04018,-0.15069,23.87099,0.48678,11.3567888,-0.00548124,7.061815,16.226
4.03934,-0.15325,23.97615,0.48932,11.40880095,-0.005574358,7.08789,16.31066667
4.0385,-0.15069,23.87099,0.49185,11.35595972,-0.00548124,7.0626625,16.395
4.03766,-0.15325,23.87099,0.49438,11.35608855,-0.005546493,7.062445,16.47933333
4.03681,-0.15325,23.87099,0.49692,11.35567442,-0.00548124,7.0628675,16.564
4.03597,-0.15325,23.97615,0.49946,11.40714759,-0.005574358,7.0895825,16.64866667
4.03513,-0.15069,23.97615,0.50199,11.40619361,-0.005640719,7.090645,16.733
4.03428,-0.15069,23.87099,0.50453,11.35389085,-0.00548124,7.0647775,16.81766667
4.03344,-0.15325,23.97615,0.50707,11.40590864,-0.005574358,7.0908525,16.90233333
4.0326,-0.15069,23.97615,0.50961,11.40495311,-0.005574358,7.0919175,16.987
4.03176,-0.15069,23.87099,0.51215,11.35264823,-0.005546493,7.0660525,17.07166667
4.03091,-0.15325,23.87099,0.5147,11.35277591,-0.005574358,7.0658375,17.15666667
4.03007,-0.15069,23.97615,0.51724,11.40371224,-0.006590538,7.0931925,17.24133333
4.02906,-0.15325,23.87099,0.51977,11.3519659,-0.00548124,7.0666425,17.32566667
4.02822,-0.15325,23.87099,0.52231,11.35155263,-0.005640719,7.0670675,17.41033333
4.02737,-0.15069,23.97615,0.52484,11.40249393,-0.00548124,7.0944175,17.49466667
4.02653,-0.15325,23.87099,0.52738,11.35072941,-0.006590538,7.0679125,17.57933333
4.02552,-0.15325,23.87099,0.52991,11.35033376,-0.00548124,7.0682925,17.66366667
4.02468,-0.15325,23.87099,0.53245,11.34992119,-0.005546493,7.0687175,17.74833333
4.02383,-0.15325,23.87099,0.53499,11.34950968,-0.006702502,7.06914,17.833
4.02282,-0.15069,23.87099,0.53752,11.34857157,-0.00548124,7.07016,17.91733333
4.02198,-0.15325,23.97615,0.54007,11.40059803,-0.006590538,7.0962375,18.00233333
4.02097,-0.15325,23.87099,0.5426,11.34830589,-0.00548124,7.0703275,18.08666667
4.02013,-0.15325,23.97615,0.54514,11.39979281,-0.006655791,7.0970425,18.17133333
4.01911,-0.15325,23.87099,0.54767,11.34750074,-0.005574358,7.07113,18.25566667
4.01827,-0.15069,23.87099,0.55021,11.34654613,-0.00548124,7.072195,18.34033333
4.01743,-0.15325,23.87099,0.55275,11.34667824,-0.006702502,7.07198,18.425
4.01642,-0.15069,23.87099,0.55528,11.34574106,-0.006702502,7.073,18.50933333
4.01541,-0.15069,23.87099,0.55782,11.34534547,-0.005546493,7.0733825,18.594
4.01456,-0.15325,23.97615,0.56036,11.39738134,-0.006590538,7.099455,18.67866667
4.01355,-0.15325,23.97615,0.56289,11.39698871,-0.00548124,7.099835,18.763
4.01271,-0.15325,23.97615,0.56543,11.396579,-0.006590538,7.10026,18.84766667
4.0117,-0.15325,23.87099,0.56797,11.34428083,-0.005546493,7.0743525,18.93233333
4.01085,-0.15325,23.87099,0.57051,11.34387182,-0.006590538,7.074775,19.017
4.00984,-0.15325,23.97615,0.57304,11.39538447,-0.006702502,7.101445,19.10133333
4.00883,-0.15069,23.87099,0.57558,11.3425413,-0.00548124,7.0761775,19.186
4.00799,-0.15325,23.87099,0.57811,11.34267759,-0.006702502,7.07596,19.27033333
4.00698,-0.15069,23.87099,0.58065,11.34173986,-0.006702502,7.0769825,19.355
4.00597,-0.15069,23.87099,0.58318,11.34134804,-0.006590538,7.0773625,19.43933333
4.00496,-0.15325,23.87099,0.58572,11.34149845,-0.005640719,7.077105,19.524
4.00411,-0.15069,23.76583,0.58825,11.28864553,-0.006590538,7.051875,19.60833333
4.0031,-0.15325,23.87099,0.59079,11.34069947,-0.006702502,7.0779075,19.693
4.00209,-0.15069,23.87099,0.59333,11.33976243,-0.00548124,7.07893,19.77766667
4.00125,-0.15325,23.87099,0.59587,11.33989841,-0.006590538,7.078715,19.86233333
4.00024,-0.15325,23.97615,0.5984,11.39141889,-0.006655791,7.105385,19.94666667
3.99922,-0.15325,23.97615,0.60094,11.39102803,-0.00548124,7.105765,20.03133333
3.99838,-0.15325,23.87099,0.60347,11.33871059,-0.006702502,7.0798975,20.11566667
3.99737,-0.15069,23.87099,0.60601,11.33777424,-0.006702502,7.08092,20.20033333
3.99636,-0.15069,23.97615,0.60854,11.38929831,-0.006590538,7.10759,20.28466667
3.99535,-0.15325,23.87099,0.61108,11.33753703,-0.007830646,7.0810425,20.36933333
3.99417,-0.15069,23.97615,0.61361,11.38853376,-0.004437194,7.10831,20.45366667
3.99349,-0.15325,23.87099,0.61615,11.33674171,-0.006702502,7.081845,20.53833333
3.99248,-0.15069,23.97615,0.61868,11.38772436,-0.006590538,7.109155,20.62266667
3.99147,-0.15325,23.87099,0.62121,11.33596356,-0.00548124,7.082605,20.707
3.99063,-0.15325,23.87099,0.62375,11.33555741,-0.006590538,7.08303,20.79166667
3.98962,-0.15325,23.87099,0.62629,11.33516689,-0.005640719,7.0834125,20.87633333
3.98877,-0.15069,23.87099,0.62882,11.33421912,-0.006590538,7.0844725,20.96066667
3.98776,-0.15325,23.97615,0.63136,11.38629255,-0.006590538,7.110505,21.04533333
3.98675,-0.15325,23.87099,0.6339,11.33398381,-0.006702502,7.0845975,21.13
3.98574,-0.15069,23.87099,0.63643,11.33305102,-0.00548124,7.0856175,21.21433333
3.9849,-0.15325,23.97615,0.63897,11.38511139,-0.006702502,7.1116925,21.299
3.98389,-0.15069,23.87099,0.6415,11.33225834,-0.006655791,7.0864225,21.38333333
3.98287,-0.15325,23.87099,0.64404,11.33241507,-0.006590538,7.0861625,21.468
3.98186,-0.15325,23.87099,0.64657,11.33202795,-0.005574358,7.0865425,21.55233333
3.98102,-0.15069,23.97615,0.64911,11.3830018,-0.006590538,7.1138975,21.637
3.98001,-0.15325,23.97615,0.65165,11.3831584,-0.00548124,7.11364,21.72166667
3.97917,-0.15325,23.87099,0.65417,11.33083473,-0.006768863,7.08777,21.80566667
3.97815,-0.15069,23.97615,0.65671,11.38182715,-0.00548124,7.11508,21.89033333
3.97731,-0.15325,23.87099,0.65925,11.33004372,-0.006590538,7.088575,21.975
3.9763,-0.15325,23.87099,0.66178,11.32965771,-0.006590538,7.088955,22.05933333
3.97529,-0.15325,23.87099,0.66432,11.32927,-0.005574358,7.0893375,22.144
3.97445,-0.15069,23.87099,0.66686,11.32832138,-0.006768863,7.0904025,22.22866667
3.97343,-0.15069,23.87099,0.66939,11.32793679,-0.006590538,7.09078,22.313
3.97242,-0.15325,23.87099,0.67193,11.3280952,-0.00548124,7.0905225,22.39766667
3.97158,-0.15325,23.76583,0.67447,11.27577013,-0.006702502,7.0646575,22.48233333
3.97057,-0.15069,23.76583,0.67701,11.27483653,-0.005574358,7.06568,22.567
3.96973,-0.15069,23.87099,0.67955,11.32635788,-0.006768863,7.092395,22.65166667
3.96871,-0.15069,23.87099,0.68208,11.32597422,-0.00548124,7.0927725,22.736
3.96787,-0.15325,23.97615,0.68461,11.37805081,-0.006590538,7.118845,22.82033333
3.96686,-0.15325,23.87099,0.68714,11.3257359,-0.005574358,7.092935,22.90466667
3.96602,-0.15069,23.87099,0.68968,11.32478845,-0.006590538,7.094,22.98933333
3.96501,-0.15325,23.87099,0.69221,11.32495062,-0.005546493,7.09374,23.07366667
3.96416,-0.15325,23.87099,0.69474,11.32455228,-0.00548124,7.09416,23.158
3.96332,-0.15325,23.87099,0.69728,11.32415131,-0.006590538,7.094585,23.24266667
3.96231,-0.15325,23.87099,0.69982,11.32376619,-0.005574358,7.0949675,23.32733333
3.96147,-0.15069,23.97615,0.70236,11.37475449,-0.006590538,7.1223225,23.412
3.96046,-0.15325,23.87099,0.70489,11.32298272,-0.005546493,7.0957725,23.49633333
3.95961,-0.15325,23.87099,0.70743,11.32258339,-0.005574358,7.096195,23.581
3.95877,-0.15069,23.87099,0.70996,11.32163884,-0.006590538,7.0972575,23.66533333
3.95776,-0.15325,23.87099,0.71249,11.32180288,-0.00548124,7.0969975,23.74966667
3.95692,-0.15325,23.87099,0.71502,11.32140504,-0.005640719,7.09742,23.834
3.95607,-0.15069,23.87099,0.71755,11.32046179,-0.00548124,7.09848,23.91833333
3.95523,-0.15325,23.87099,0.72009,11.32060892,-0.005574358,7.098265,24.003
3.95439,-0.15069,23.76583,0.72262,11.26773158,-0.006702502,7.0730375,24.08733333
3.95338,-0.15069,23.87099,0.72516,11.31928168,-0.005546493,7.09971,24.172
3.95253,-0.15325,23.97615,0.7277,11.37137034,-0.006702502,7.1257825,24.25666667
3.95152,-0.15069,23.87099,0.73024,11.31850077,-0.005574358,7.100515,24.34133333
3.95068,-0.15069,23.76583,0.73277,11.26616851,-0.00548124,7.0746475,24.42566667
3.94984,-0.15325,23.76583,0.73531,11.26631701,-0.005640719,7.0744325,24.51033333
3.94899,-0.15069,23.97615,0.73784,11.36925292,-0.00548124,7.1280725,24.59466667
3.94815,-0.15325,23.87099,0.74038,11.31745932,-0.005574358,7.1015675,24.67933333
3.94731,-0.15069,23.76583,0.74292,11.26457688,-0.00548124,7.0763425,24.764
3.94647,-0.15325,23.76583,0.74546,11.2647263,-0.005546493,7.0761275,24.84866667
3.94562,-0.15325,23.97615,0.748,11.36821149,-0.005574358,7.12913,24.93333333
3.94478,-0.15069,23.97615,0.75054,11.36726811,-0.00548124,7.130195,25.018
3.94394,-0.15325,23.76583,0.75307,11.26353581,-0.005640719,7.0773975,25.10233333
3.94309,-0.15069,23.76583,0.75561,11.26259154,-0.00548124,7.07846,25.187
3.94225,-0.15325,23.97615,0.75814,11.36663022,-0.00548124,7.1308225,25.27133333
3.94141,-0.15325,24.0813,0.76068,11.4181816,-0.00548124,7.157535,25.356
3.94057,-0.15325,23.87099,0.76322,11.31389122,-0.005640719,7.1053825,25.44066667
3.93972,-0.15069,23.76583,0.76576,11.26100626,-0.005574358,7.080155,25.52533333
3.93888,-0.15069,23.87099,0.7683,11.31255242,-0.005574358,7.10687,25.61
3.93804,-0.15069,23.97615,0.77083,11.36410749,-0.005640719,7.1335825,25.69433333
3.93719,-0.15069,23.97615,0.77337,11.3637132,-0.004446214,7.134005,25.779
3.93652,-0.15069,23.87099,0.7759,11.31135403,-0.00548124,7.10818,25.86333333
3.93568,-0.15325,23.87099,0.77844,11.31150637,-0.005546493,7.107965,25.948
3.93483,-0.15325,23.87099,0.78098,11.31111216,-0.005574358,7.1083875,26.03266667
3.93399,-0.15069,23.87099,0.78351,11.31017122,-0.00548124,7.10945,26.117
3.93315,-0.15325,23.87099,0.78605,11.31032424,-0.004512575,7.109235,26.20166667
3.93247,-0.15069,23.97615,0.78858,11.36132103,-0.005574358,7.1366275,26.286
